data;tipoCombustivel;precoMedio
"2017-05-01";"Gasóleo simples";"1,2420 €"
"2017-05-02";"Gasóleo simples";"1,2354 €"
"2017-05-03";"Gasóleo simples";"1,2310 €"
"2017-05-04";"Gasóleo simples";"1,2299 €"
"2017-05-05";"Gasóleo simples";"1,2293 €"
"2017-05-06";"Gasóleo simples";"1,2247 €"
"2017-05-07";"Gasóleo simples";"1,2247 €"
"2017-05-08";"Gasóleo simples";"1,2161 €"
"2017-05-09";"Gasóleo simples";"1,2080 €"
"2017-05-10";"Gasóleo simples";"1,2067 €"
"2017-05-11";"Gasóleo simples";"1,2066 €"
"2017-05-12";"Gasóleo simples";"1,2057 €"
"2017-05-13";"Gasóleo simples";"1,2011 €"
"2017-05-14";"Gasóleo simples";"1,2012 €"
"2017-05-15";"Gasóleo simples";"1,2067 €"
"2017-05-16";"Gasóleo simples";"1,2084 €"
"2017-05-17";"Gasóleo simples";"1,2081 €"
"2017-05-18";"Gasóleo simples";"1,2083 €"
"2017-05-19";"Gasóleo simples";"1,2078 €"
"2017-05-20";"Gasóleo simples";"1,2034 €"
"2017-05-21";"Gasóleo simples";"1,2036 €"
"2017-05-22";"Gasóleo simples";"1,2149 €"
"2017-05-23";"Gasóleo simples";"1,2200 €"
"2017-05-24";"Gasóleo simples";"1,2200 €"
"2017-05-25";"Gasóleo simples";"1,2202 €"
"2017-05-26";"Gasóleo simples";"1,2201 €"
"2017-05-27";"Gasóleo simples";"1,2158 €"
"2017-05-28";"Gasóleo simples";"1,2160 €"
"2017-05-29";"Gasóleo simples";"1,2248 €"
"2017-05-30";"Gasóleo simples";"1,2261 €"
"2017-05-31";"Gasóleo simples";"1,2261 €"
"2017-06-01";"Gasóleo simples";"1,2260 €"
"2017-06-02";"Gasóleo simples";"1,2247 €"
"2017-06-03";"Gasóleo simples";"1,2201 €"
"2017-06-04";"Gasóleo simples";"1,2201 €"
"2017-06-05";"Gasóleo simples";"1,2174 €"
"2017-06-06";"Gasóleo simples";"1,2046 €"
"2017-06-07";"Gasóleo simples";"1,2026 €"
"2017-06-08";"Gasóleo simples";"1,2018 €"
"2017-06-09";"Gasóleo simples";"1,2012 €"
"2017-06-10";"Gasóleo simples";"1,1968 €"
"2017-06-11";"Gasóleo simples";"1,1968 €"
"2017-06-12";"Gasóleo simples";"1,1895 €"
"2017-06-13";"Gasóleo simples";"1,1889 €"
"2017-06-14";"Gasóleo simples";"1,1878 €"
"2017-06-15";"Gasóleo simples";"1,1872 €"
"2017-06-16";"Gasóleo simples";"1,1858 €"
"2017-06-17";"Gasóleo simples";"1,1813 €"
"2017-06-18";"Gasóleo simples";"1,1813 €"
"2017-06-19";"Gasóleo simples";"1,1859 €"
"2017-06-20";"Gasóleo simples";"1,1848 €"
"2017-06-21";"Gasóleo simples";"1,1845 €"
"2017-06-22";"Gasóleo simples";"1,1844 €"
"2017-06-23";"Gasóleo simples";"1,1838 €"
"2017-06-24";"Gasóleo simples";"1,1795 €"
"2017-06-25";"Gasóleo simples";"1,1796 €"
"2017-06-26";"Gasóleo simples";"1,1824 €"
"2017-06-27";"Gasóleo simples";"1,1798 €"
"2017-06-28";"Gasóleo simples";"1,1792 €"
"2017-06-29";"Gasóleo simples";"1,1792 €"
"2017-06-30";"Gasóleo simples";"1,1780 €"
"2017-07-01";"Gasóleo simples";"1,1735 €"
"2017-07-02";"Gasóleo simples";"1,1737 €"
"2017-07-03";"Gasóleo simples";"1,1804 €"
"2017-07-04";"Gasóleo simples";"1,1837 €"
"2017-07-05";"Gasóleo simples";"1,1835 €"
"2017-07-06";"Gasóleo simples";"1,1837 €"
"2017-07-07";"Gasóleo simples";"1,1832 €"
"2017-07-08";"Gasóleo simples";"1,1786 €"
"2017-07-09";"Gasóleo simples";"1,1791 €"
"2017-07-10";"Gasóleo simples";"1,1958 €"
"2017-07-11";"Gasóleo simples";"1,1980 €"
"2017-07-12";"Gasóleo simples";"1,1980 €"
"2017-07-13";"Gasóleo simples";"1,1981 €"
"2017-07-14";"Gasóleo simples";"1,1976 €"
"2017-07-15";"Gasóleo simples";"1,1932 €"
"2017-07-16";"Gasóleo simples";"1,1934 €"
"2017-07-17";"Gasóleo simples";"1,1967 €"
"2017-07-18";"Gasóleo simples";"1,1934 €"
"2017-07-19";"Gasóleo simples";"1,1931 €"
"2017-07-20";"Gasóleo simples";"1,1932 €"
"2017-07-21";"Gasóleo simples";"1,1925 €"
"2017-07-22";"Gasóleo simples";"1,1880 €"
"2017-07-23";"Gasóleo simples";"1,1885 €"
"2017-07-24";"Gasóleo simples";"1,1975 €"
"2017-07-25";"Gasóleo simples";"1,1986 €"
"2017-07-26";"Gasóleo simples";"1,1985 €"
"2017-07-27";"Gasóleo simples";"1,1986 €"
"2017-07-28";"Gasóleo simples";"1,1983 €"
"2017-07-29";"Gasóleo simples";"1,1944 €"
"2017-07-30";"Gasóleo simples";"1,1947 €"
"2017-07-31";"Gasóleo simples";"1,2010 €"
"2017-08-01";"Gasóleo simples";"1,2060 €"
"2017-08-02";"Gasóleo simples";"1,2061 €"
"2017-08-03";"Gasóleo simples";"1,2064 €"
"2017-08-04";"Gasóleo simples";"1,2060 €"
"2017-08-05";"Gasóleo simples";"1,2005 €"
"2017-08-06";"Gasóleo simples";"1,2007 €"
"2017-08-07";"Gasóleo simples";"1,2116 €"
"2017-08-08";"Gasóleo simples";"1,2162 €"
"2017-08-09";"Gasóleo simples";"1,2158 €"
"2017-08-10";"Gasóleo simples";"1,2160 €"
"2017-08-11";"Gasóleo simples";"1,2159 €"
"2017-08-12";"Gasóleo simples";"1,2115 €"
"2017-08-13";"Gasóleo simples";"1,2117 €"
"2017-08-14";"Gasóleo simples";"1,2156 €"
"2017-08-15";"Gasóleo simples";"1,2143 €"
"2017-08-16";"Gasóleo simples";"1,2140 €"
"2017-08-17";"Gasóleo simples";"1,2140 €"
"2017-08-18";"Gasóleo simples";"1,2137 €"
"2017-08-19";"Gasóleo simples";"1,2119 €"
"2017-08-20";"Gasóleo simples";"1,2123 €"
"2017-08-21";"Gasóleo simples";"1,2115 €"
"2017-08-22";"Gasóleo simples";"1,2098 €"
"2017-08-23";"Gasóleo simples";"1,2096 €"
"2017-08-24";"Gasóleo simples";"1,2094 €"
"2017-08-25";"Gasóleo simples";"1,2072 €"
"2017-08-26";"Gasóleo simples";"1,2054 €"
"2017-08-27";"Gasóleo simples";"1,2057 €"
"2017-08-28";"Gasóleo simples";"1,2086 €"
"2017-08-29";"Gasóleo simples";"1,2076 €"
"2017-08-30";"Gasóleo simples";"1,2073 €"
"2017-08-31";"Gasóleo simples";"1,2074 €"
"2017-09-01";"Gasóleo simples";"1,2070 €"
"2017-09-02";"Gasóleo simples";"1,2037 €"
"2017-09-03";"Gasóleo simples";"1,2041 €"
"2017-09-04";"Gasóleo simples";"1,2160 €"
"2017-09-05";"Gasóleo simples";"1,2200 €"
"2017-09-06";"Gasóleo simples";"1,2191 €"
"2017-09-07";"Gasóleo simples";"1,2190 €"
"2017-09-08";"Gasóleo simples";"1,2139 €"
"2017-09-09";"Gasóleo simples";"1,2146 €"
"2017-09-10";"Gasóleo simples";"1,2150 €"
"2017-09-11";"Gasóleo simples";"1,2306 €"
"2017-09-12";"Gasóleo simples";"1,2345 €"
"2017-09-13";"Gasóleo simples";"1,2340 €"
"2017-09-14";"Gasóleo simples";"1,2342 €"
"2017-09-15";"Gasóleo simples";"1,2339 €"
"2017-09-16";"Gasóleo simples";"1,2290 €"
"2017-09-17";"Gasóleo simples";"1,2291 €"
"2017-09-18";"Gasóleo simples";"1,2343 €"
"2017-09-19";"Gasóleo simples";"1,2351 €"
"2017-09-20";"Gasóleo simples";"1,2351 €"
"2017-09-21";"Gasóleo simples";"1,2354 €"
"2017-09-22";"Gasóleo simples";"1,2349 €"
"2017-09-23";"Gasóleo simples";"1,2305 €"
"2017-09-24";"Gasóleo simples";"1,2311 €"
"2017-09-25";"Gasóleo simples";"1,2383 €"
"2017-09-26";"Gasóleo simples";"1,2401 €"
"2017-09-27";"Gasóleo simples";"1,2400 €"
"2017-09-28";"Gasóleo simples";"1,2402 €"
"2017-09-29";"Gasóleo simples";"1,2398 €"
"2017-09-30";"Gasóleo simples";"1,2357 €"
"2017-10-01";"Gasóleo simples";"1,2361 €"
"2017-10-02";"Gasóleo simples";"1,2553 €"
"2017-10-03";"Gasóleo simples";"1,2571 €"
"2017-10-04";"Gasóleo simples";"1,2570 €"
"2017-10-05";"Gasóleo simples";"1,2571 €"
"2017-10-06";"Gasóleo simples";"1,2568 €"
"2017-10-07";"Gasóleo simples";"1,2525 €"
"2017-10-08";"Gasóleo simples";"1,2527 €"
"2017-10-09";"Gasóleo simples";"1,2496 €"
"2017-10-10";"Gasóleo simples";"1,2486 €"
"2017-10-11";"Gasóleo simples";"1,2491 €"
"2017-10-12";"Gasóleo simples";"1,2491 €"
"2017-10-13";"Gasóleo simples";"1,2486 €"
"2017-10-14";"Gasóleo simples";"1,2442 €"
"2017-10-15";"Gasóleo simples";"1,2442 €"
"2017-10-16";"Gasóleo simples";"1,2476 €"
"2017-10-17";"Gasóleo simples";"1,2470 €"
"2017-10-18";"Gasóleo simples";"1,2454 €"
"2017-10-19";"Gasóleo simples";"1,2453 €"
"2017-10-20";"Gasóleo simples";"1,2449 €"
"2017-10-21";"Gasóleo simples";"1,2406 €"
"2017-10-22";"Gasóleo simples";"1,2408 €"
"2017-10-23";"Gasóleo simples";"1,2508 €"
"2017-10-24";"Gasóleo simples";"1,2534 €"
"2017-10-25";"Gasóleo simples";"1,2546 €"
"2017-10-26";"Gasóleo simples";"1,2547 €"
"2017-10-27";"Gasóleo simples";"1,2542 €"
"2017-10-28";"Gasóleo simples";"1,2498 €"
"2017-10-29";"Gasóleo simples";"1,2499 €"
"2017-10-30";"Gasóleo simples";"1,2547 €"
"2017-10-31";"Gasóleo simples";"1,2551 €"
"2017-11-01";"Gasóleo simples";"1,2549 €"
"2017-11-02";"Gasóleo simples";"1,2552 €"
"2017-11-03";"Gasóleo simples";"1,2547 €"
"2017-11-04";"Gasóleo simples";"1,2504 €"
"2017-11-05";"Gasóleo simples";"1,2508 €"
"2017-11-06";"Gasóleo simples";"1,2659 €"
"2017-11-07";"Gasóleo simples";"1,2692 €"
"2017-11-08";"Gasóleo simples";"1,2696 €"
"2017-11-09";"Gasóleo simples";"1,2699 €"
"2017-11-10";"Gasóleo simples";"1,2695 €"
"2017-11-11";"Gasóleo simples";"1,2651 €"
"2017-11-12";"Gasóleo simples";"1,2657 €"
"2017-11-13";"Gasóleo simples";"1,2826 €"
"2017-11-14";"Gasóleo simples";"1,2849 €"
"2017-11-15";"Gasóleo simples";"1,2848 €"
"2017-11-16";"Gasóleo simples";"1,2848 €"
"2017-11-17";"Gasóleo simples";"1,2843 €"
"2017-11-18";"Gasóleo simples";"1,2798 €"
"2017-11-19";"Gasóleo simples";"1,2799 €"
"2017-11-20";"Gasóleo simples";"1,2786 €"
"2017-11-21";"Gasóleo simples";"1,2769 €"
"2017-11-22";"Gasóleo simples";"1,2767 €"
"2017-11-23";"Gasóleo simples";"1,2767 €"
"2017-11-24";"Gasóleo simples";"1,2763 €"
"2017-11-25";"Gasóleo simples";"1,2718 €"
"2017-11-26";"Gasóleo simples";"1,2720 €"
"2017-11-27";"Gasóleo simples";"1,2795 €"
"2017-11-28";"Gasóleo simples";"1,2810 €"
"2017-11-29";"Gasóleo simples";"1,2810 €"
"2017-11-30";"Gasóleo simples";"1,2810 €"
"2017-12-01";"Gasóleo simples";"1,2798 €"
"2017-12-02";"Gasóleo simples";"1,2755 €"
"2017-12-03";"Gasóleo simples";"1,2757 €"
"2017-12-04";"Gasóleo simples";"1,2805 €"
"2017-12-05";"Gasóleo simples";"1,2805 €"
"2017-12-06";"Gasóleo simples";"1,2803 €"
"2017-12-07";"Gasóleo simples";"1,2804 €"
"2017-12-08";"Gasóleo simples";"1,2798 €"
"2017-12-09";"Gasóleo simples";"1,2757 €"
"2017-12-10";"Gasóleo simples";"1,2760 €"
"2017-12-11";"Gasóleo simples";"1,2776 €"
"2017-12-12";"Gasóleo simples";"1,2756 €"
"2017-12-13";"Gasóleo simples";"1,2758 €"
"2017-12-14";"Gasóleo simples";"1,2757 €"
"2017-12-15";"Gasóleo simples";"1,2753 €"
"2017-12-16";"Gasóleo simples";"1,2708 €"
"2017-12-17";"Gasóleo simples";"1,2709 €"
"2017-12-18";"Gasóleo simples";"1,2809 €"
"2017-12-19";"Gasóleo simples";"1,2843 €"
"2017-12-20";"Gasóleo simples";"1,2844 €"
"2017-12-21";"Gasóleo simples";"1,2846 €"
"2017-12-22";"Gasóleo simples";"1,2841 €"
"2017-12-23";"Gasóleo simples";"1,2793 €"
"2017-12-24";"Gasóleo simples";"1,2796 €"
"2017-12-25";"Gasóleo simples";"1,2852 €"
"2017-12-26";"Gasóleo simples";"1,2877 €"
"2017-12-27";"Gasóleo simples";"1,2878 €"
"2017-12-28";"Gasóleo simples";"1,2896 €"
"2017-12-29";"Gasóleo simples";"1,2892 €"
"2017-12-30";"Gasóleo simples";"1,2850 €"
"2017-12-31";"Gasóleo simples";"1,2852 €"
"2018-01-01";"Gasóleo simples";"1,3207 €"
"2018-01-02";"Gasóleo simples";"1,3261 €"
"2018-01-03";"Gasóleo simples";"1,3322 €"
"2018-01-04";"Gasóleo simples";"1,3333 €"
"2018-01-05";"Gasóleo simples";"1,3330 €"
"2018-01-06";"Gasóleo simples";"1,3285 €"
"2018-01-07";"Gasóleo simples";"1,3287 €"
"2018-01-08";"Gasóleo simples";"1,3350 €"
"2018-01-09";"Gasóleo simples";"1,3356 €"
"2018-01-10";"Gasóleo simples";"1,3355 €"
"2018-01-11";"Gasóleo simples";"1,3356 €"
"2018-01-12";"Gasóleo simples";"1,3354 €"
"2018-01-13";"Gasóleo simples";"1,3305 €"
"2018-01-14";"Gasóleo simples";"1,3308 €"
"2018-01-15";"Gasóleo simples";"1,3417 €"
"2018-01-16";"Gasóleo simples";"1,3434 €"
"2018-01-17";"Gasóleo simples";"1,3432 €"
"2018-01-18";"Gasóleo simples";"1,3426 €"
"2018-01-19";"Gasóleo simples";"1,3365 €"
"2018-01-20";"Gasóleo simples";"1,3324 €"
"2018-01-21";"Gasóleo simples";"1,3344 €"
"2018-01-22";"Gasóleo simples";"1,3224 €"
"2018-01-23";"Gasóleo simples";"1,3187 €"
"2018-01-24";"Gasóleo simples";"1,3185 €"
"2018-01-25";"Gasóleo simples";"1,3186 €"
"2018-01-26";"Gasóleo simples";"1,3156 €"
"2018-01-27";"Gasóleo simples";"1,3117 €"
"2018-01-28";"Gasóleo simples";"1,3123 €"
"2018-01-29";"Gasóleo simples";"1,3197 €"
"2018-01-30";"Gasóleo simples";"1,3209 €"
"2018-01-31";"Gasóleo simples";"1,3131 €"
"2018-02-01";"Gasóleo simples";"1,3150 €"
"2018-02-02";"Gasóleo simples";"1,3126 €"
"2018-02-03";"Gasóleo simples";"1,3088 €"
"2018-02-04";"Gasóleo simples";"1,3090 €"
"2018-02-05";"Gasóleo simples";"1,3114 €"
"2018-02-06";"Gasóleo simples";"1,3096 €"
"2018-02-07";"Gasóleo simples";"1,3086 €"
"2018-02-08";"Gasóleo simples";"1,3085 €"
"2018-02-09";"Gasóleo simples";"1,3079 €"
"2018-02-10";"Gasóleo simples";"1,3028 €"
"2018-02-11";"Gasóleo simples";"1,3029 €"
"2018-02-12";"Gasóleo simples";"1,2967 €"
"2018-02-13";"Gasóleo simples";"1,2938 €"
"2018-02-14";"Gasóleo simples";"1,2920 €"
"2018-02-15";"Gasóleo simples";"1,2908 €"
"2018-02-16";"Gasóleo simples";"1,2901 €"
"2018-02-17";"Gasóleo simples";"1,2859 €"
"2018-02-18";"Gasóleo simples";"1,2856 €"
"2018-02-19";"Gasóleo simples";"1,2773 €"
"2018-02-20";"Gasóleo simples";"1,2519 €"
"2018-02-21";"Gasóleo simples";"1,2498 €"
"2018-02-22";"Gasóleo simples";"1,2493 €"
"2018-02-23";"Gasóleo simples";"1,2485 €"
"2018-02-24";"Gasóleo simples";"1,2433 €"
"2018-02-25";"Gasóleo simples";"1,2438 €"
"2018-02-26";"Gasóleo simples";"1,2629 €"
"2018-02-27";"Gasóleo simples";"1,2669 €"
"2018-02-28";"Gasóleo simples";"1,2669 €"
"2018-03-01";"Gasóleo simples";"1,2663 €"
"2018-03-02";"Gasóleo simples";"1,2634 €"
"2018-03-03";"Gasóleo simples";"1,2587 €"
"2018-03-04";"Gasóleo simples";"1,2590 €"
"2018-03-05";"Gasóleo simples";"1,2634 €"
"2018-03-06";"Gasóleo simples";"1,2650 €"
"2018-03-07";"Gasóleo simples";"1,2648 €"
"2018-03-08";"Gasóleo simples";"1,2652 €"
"2018-03-09";"Gasóleo simples";"1,2645 €"
"2018-03-10";"Gasóleo simples";"1,2601 €"
"2018-03-11";"Gasóleo simples";"1,2605 €"
"2018-03-12";"Gasóleo simples";"1,2623 €"
"2018-03-13";"Gasóleo simples";"1,2578 €"
"2018-03-14";"Gasóleo simples";"1,2561 €"
"2018-03-15";"Gasóleo simples";"1,2560 €"
"2018-03-16";"Gasóleo simples";"1,2553 €"
"2018-03-17";"Gasóleo simples";"1,2502 €"
"2018-03-18";"Gasóleo simples";"1,2502 €"
"2018-03-19";"Gasóleo simples";"1,2548 €"
"2018-03-20";"Gasóleo simples";"1,2556 €"
"2018-03-21";"Gasóleo simples";"1,2553 €"
"2018-03-22";"Gasóleo simples";"1,2555 €"
"2018-03-23";"Gasóleo simples";"1,2548 €"
"2018-03-24";"Gasóleo simples";"1,2508 €"
"2018-03-25";"Gasóleo simples";"1,2515 €"
"2018-03-26";"Gasóleo simples";"1,2747 €"
"2018-03-27";"Gasóleo simples";"1,2771 €"
"2018-03-28";"Gasóleo simples";"1,2771 €"
"2018-03-29";"Gasóleo simples";"1,2773 €"
"2018-03-30";"Gasóleo simples";"1,2762 €"
"2018-03-31";"Gasóleo simples";"1,2722 €"
"2018-04-01";"Gasóleo simples";"1,2731 €"
"2018-04-02";"Gasóleo simples";"1,2840 €"
"2018-04-03";"Gasóleo simples";"1,2873 €"
"2018-04-04";"Gasóleo simples";"1,2886 €"
"2018-04-05";"Gasóleo simples";"1,2889 €"
"2018-04-06";"Gasóleo simples";"1,2881 €"
"2018-04-07";"Gasóleo simples";"1,2842 €"
"2018-04-08";"Gasóleo simples";"1,2845 €"
"2018-04-09";"Gasóleo simples";"1,2892 €"
"2018-04-10";"Gasóleo simples";"1,2897 €"
"2018-04-11";"Gasóleo simples";"1,2895 €"
"2018-04-12";"Gasóleo simples";"1,2896 €"
"2018-04-13";"Gasóleo simples";"1,2868 €"
"2018-04-14";"Gasóleo simples";"1,2828 €"
"2018-04-15";"Gasóleo simples";"1,2830 €"
"2018-04-16";"Gasóleo simples";"1,3021 €"
"2018-04-17";"Gasóleo simples";"1,3043 €"
"2018-04-18";"Gasóleo simples";"1,3038 €"
"2018-04-19";"Gasóleo simples";"1,3041 €"
"2018-04-20";"Gasóleo simples";"1,3027 €"
"2018-04-21";"Gasóleo simples";"1,2987 €"
"2018-04-22";"Gasóleo simples";"1,2992 €"
"2018-04-23";"Gasóleo simples";"1,3080 €"
"2018-04-24";"Gasóleo simples";"1,3098 €"
"2018-04-25";"Gasóleo simples";"1,3097 €"
"2018-04-26";"Gasóleo simples";"1,3098 €"
"2018-04-27";"Gasóleo simples";"1,3092 €"
"2018-04-28";"Gasóleo simples";"1,3057 €"
"2018-04-29";"Gasóleo simples";"1,3061 €"
"2018-04-30";"Gasóleo simples";"1,3245 €"
"2018-05-01";"Gasóleo simples";"1,3266 €"
"2018-05-02";"Gasóleo simples";"1,3288 €"
"2018-05-03";"Gasóleo simples";"1,3291 €"
"2018-05-04";"Gasóleo simples";"1,3287 €"
"2018-05-05";"Gasóleo simples";"1,3244 €"
"2018-05-06";"Gasóleo simples";"1,3247 €"
"2018-05-07";"Gasóleo simples";"1,3300 €"
"2018-05-08";"Gasóleo simples";"1,3308 €"
"2018-05-09";"Gasóleo simples";"1,3305 €"
"2018-05-10";"Gasóleo simples";"1,3306 €"
"2018-05-11";"Gasóleo simples";"1,3301 €"
"2018-05-12";"Gasóleo simples";"1,3262 €"
"2018-05-13";"Gasóleo simples";"1,3267 €"
"2018-05-14";"Gasóleo simples";"1,3476 €"
"2018-05-15";"Gasóleo simples";"1,3526 €"
"2018-05-16";"Gasóleo simples";"1,3528 €"
"2018-05-17";"Gasóleo simples";"1,3531 €"
"2018-05-18";"Gasóleo simples";"1,3527 €"
"2018-05-19";"Gasóleo simples";"1,3484 €"
"2018-05-20";"Gasóleo simples";"1,3488 €"
"2018-05-21";"Gasóleo simples";"1,3606 €"
"2018-05-22";"Gasóleo simples";"1,3730 €"
"2018-05-23";"Gasóleo simples";"1,3734 €"
"2018-05-24";"Gasóleo simples";"1,3734 €"
"2018-05-25";"Gasóleo simples";"1,3730 €"
"2018-05-26";"Gasóleo simples";"1,3689 €"
"2018-05-27";"Gasóleo simples";"1,3694 €"
"2018-05-28";"Gasóleo simples";"1,3829 €"
"2018-05-29";"Gasóleo simples";"1,3846 €"
"2018-05-30";"Gasóleo simples";"1,3847 €"
"2018-05-31";"Gasóleo simples";"1,3848 €"
"2018-06-01";"Gasóleo simples";"1,3842 €"
"2018-06-02";"Gasóleo simples";"1,3803 €"
"2018-06-03";"Gasóleo simples";"1,3806 €"
"2018-06-04";"Gasóleo simples";"1,3824 €"
"2018-06-05";"Gasóleo simples";"1,3781 €"
"2018-06-06";"Gasóleo simples";"1,3777 €"
"2018-06-07";"Gasóleo simples";"1,3777 €"
"2018-06-08";"Gasóleo simples";"1,3770 €"
"2018-06-09";"Gasóleo simples";"1,3725 €"
"2018-06-10";"Gasóleo simples";"1,3728 €"
"2018-06-11";"Gasóleo simples";"1,3640 €"
"2018-06-12";"Gasóleo simples";"1,3608 €"
"2018-06-13";"Gasóleo simples";"1,3590 €"
"2018-06-14";"Gasóleo simples";"1,3589 €"
"2018-06-15";"Gasóleo simples";"1,3585 €"
"2018-06-16";"Gasóleo simples";"1,3570 €"
"2018-06-17";"Gasóleo simples";"1,3574 €"
"2018-06-18";"Gasóleo simples";"1,3609 €"
"2018-06-19";"Gasóleo simples";"1,3614 €"
"2018-06-20";"Gasóleo simples";"1,3612 €"
"2018-06-21";"Gasóleo simples";"1,3611 €"
"2018-06-22";"Gasóleo simples";"1,3603 €"
"2018-06-23";"Gasóleo simples";"1,3562 €"
"2018-06-24";"Gasóleo simples";"1,3564 €"
"2018-06-25";"Gasóleo simples";"1,3591 €"
"2018-06-26";"Gasóleo simples";"1,3551 €"
"2018-06-27";"Gasóleo simples";"1,3543 €"
"2018-06-28";"Gasóleo simples";"1,3542 €"
"2018-06-29";"Gasóleo simples";"1,3538 €"
"2018-06-30";"Gasóleo simples";"1,3495 €"
"2018-07-01";"Gasóleo simples";"1,3499 €"
"2018-07-02";"Gasóleo simples";"1,3582 €"
"2018-07-03";"Gasóleo simples";"1,3601 €"
"2018-07-04";"Gasóleo simples";"1,3597 €"
"2018-07-05";"Gasóleo simples";"1,3598 €"
"2018-07-06";"Gasóleo simples";"1,3591 €"
"2018-07-07";"Gasóleo simples";"1,3554 €"
"2018-07-08";"Gasóleo simples";"1,3559 €"
"2018-07-09";"Gasóleo simples";"1,3612 €"
"2018-07-10";"Gasóleo simples";"1,3626 €"
"2018-07-11";"Gasóleo simples";"1,3624 €"
"2018-07-12";"Gasóleo simples";"1,3625 €"
"2018-07-13";"Gasóleo simples";"1,3620 €"
"2018-07-14";"Gasóleo simples";"1,3581 €"
"2018-07-15";"Gasóleo simples";"1,3582 €"
"2018-07-16";"Gasóleo simples";"1,3615 €"
"2018-07-17";"Gasóleo simples";"1,3595 €"
"2018-07-18";"Gasóleo simples";"1,3592 €"
"2018-07-19";"Gasóleo simples";"1,3593 €"
"2018-07-20";"Gasóleo simples";"1,3587 €"
"2018-07-21";"Gasóleo simples";"1,3547 €"
"2018-07-22";"Gasóleo simples";"1,3549 €"
"2018-07-23";"Gasóleo simples";"1,3491 €"
"2018-07-24";"Gasóleo simples";"1,3459 €"
"2018-07-25";"Gasóleo simples";"1,3452 €"
"2018-07-26";"Gasóleo simples";"1,3451 €"
"2018-07-27";"Gasóleo simples";"1,3445 €"
"2018-07-28";"Gasóleo simples";"1,3401 €"
"2018-07-29";"Gasóleo simples";"1,3405 €"
"2018-07-30";"Gasóleo simples";"1,3579 €"
"2018-07-31";"Gasóleo simples";"1,3598 €"
"2018-08-01";"Gasóleo simples";"1,3606 €"
"2018-08-02";"Gasóleo simples";"1,3609 €"
"2018-08-03";"Gasóleo simples";"1,3604 €"
"2018-08-04";"Gasóleo simples";"1,3564 €"
"2018-08-05";"Gasóleo simples";"1,3567 €"
"2018-08-06";"Gasóleo simples";"1,3599 €"
