data;tipoCombustivel;precoMedio
"2018-08-07";"Gasóleo simples";"1,3578 €"
"2018-08-08";"Gasóleo simples";"1,3569 €"
"2018-08-09";"Gasóleo simples";"1,3568 €"
"2018-08-10";"Gasóleo simples";"1,3561 €"
"2018-08-11";"Gasóleo simples";"1,3520 €"
"2018-08-12";"Gasóleo simples";"1,3524 €"
"2018-08-13";"Gasóleo simples";"1,3590 €"
"2018-08-14";"Gasóleo simples";"1,3606 €"
"2018-08-15";"Gasóleo simples";"1,3606 €"
"2018-08-16";"Gasóleo simples";"1,3608 €"
"2018-08-17";"Gasóleo simples";"1,3601 €"
"2018-08-18";"Gasóleo simples";"1,3560 €"
"2018-08-19";"Gasóleo simples";"1,3562 €"
"2018-08-20";"Gasóleo simples";"1,3596 €"
"2018-08-21";"Gasóleo simples";"1,3615 €"
"2018-08-22";"Gasóleo simples";"1,3612 €"
"2018-08-23";"Gasóleo simples";"1,3614 €"
"2018-08-24";"Gasóleo simples";"1,3608 €"
"2018-08-25";"Gasóleo simples";"1,3566 €"
"2018-08-26";"Gasóleo simples";"1,3570 €"
"2018-08-27";"Gasóleo simples";"1,3639 €"
"2018-08-28";"Gasóleo simples";"1,3658 €"
"2018-08-29";"Gasóleo simples";"1,3658 €"
"2018-08-30";"Gasóleo simples";"1,3659 €"
"2018-08-31";"Gasóleo simples";"1,3653 €"
"2018-09-01";"Gasóleo simples";"1,3614 €"
"2018-09-02";"Gasóleo simples";"1,3635 €"
"2018-09-03";"Gasóleo simples";"1,3788 €"
"2018-09-04";"Gasóleo simples";"1,3812 €"
"2018-09-05";"Gasóleo simples";"1,3812 €"
"2018-09-06";"Gasóleo simples";"1,3813 €"
"2018-09-07";"Gasóleo simples";"1,3808 €"
"2018-09-08";"Gasóleo simples";"1,3762 €"
"2018-09-09";"Gasóleo simples";"1,3765 €"
"2018-09-10";"Gasóleo simples";"1,3828 €"
"2018-09-11";"Gasóleo simples";"1,3848 €"
"2018-09-12";"Gasóleo simples";"1,3847 €"
"2018-09-13";"Gasóleo simples";"1,3847 €"
"2018-09-14";"Gasóleo simples";"1,3842 €"
"2018-09-15";"Gasóleo simples";"1,3800 €"
"2018-09-16";"Gasóleo simples";"1,3802 €"
"2018-09-17";"Gasóleo simples";"1,3850 €"
"2018-09-18";"Gasóleo simples";"1,3850 €"
"2018-09-19";"Gasóleo simples";"1,3850 €"
"2018-09-20";"Gasóleo simples";"1,3850 €"
"2018-09-21";"Gasóleo simples";"1,3841 €"
"2018-09-22";"Gasóleo simples";"1,3803 €"
"2018-09-23";"Gasóleo simples";"1,3806 €"
"2018-09-24";"Gasóleo simples";"1,3836 €"
"2018-09-25";"Gasóleo simples";"1,3824 €"
"2018-09-26";"Gasóleo simples";"1,3821 €"
"2018-09-27";"Gasóleo simples";"1,3821 €"
"2018-09-28";"Gasóleo simples";"1,3814 €"
"2018-09-29";"Gasóleo simples";"1,3761 €"
"2018-09-30";"Gasóleo simples";"1,3767 €"
"2018-10-01";"Gasóleo simples";"1,3983 €"
"2018-10-02";"Gasóleo simples";"1,4028 €"
"2018-10-03";"Gasóleo simples";"1,4032 €"
"2018-10-04";"Gasóleo simples";"1,4036 €"
"2018-10-05";"Gasóleo simples";"1,4029 €"
"2018-10-06";"Gasóleo simples";"1,3988 €"
"2018-10-07";"Gasóleo simples";"1,3995 €"
"2018-10-08";"Gasóleo simples";"1,4296 €"
"2018-10-09";"Gasóleo simples";"1,4353 €"
"2018-10-10";"Gasóleo simples";"1,4361 €"
"2018-10-11";"Gasóleo simples";"1,4363 €"
"2018-10-12";"Gasóleo simples";"1,4357 €"
"2018-10-13";"Gasóleo simples";"1,4315 €"
"2018-10-14";"Gasóleo simples";"1,4320 €"
"2018-10-15";"Gasóleo simples";"1,4347 €"
"2018-10-16";"Gasóleo simples";"1,4332 €"
"2018-10-17";"Gasóleo simples";"1,4329 €"
"2018-10-18";"Gasóleo simples";"1,4328 €"
"2018-10-19";"Gasóleo simples";"1,4322 €"
"2018-10-20";"Gasóleo simples";"1,4280 €"
"2018-10-21";"Gasóleo simples";"1,4283 €"
"2018-10-22";"Gasóleo simples";"1,4257 €"
"2018-10-23";"Gasóleo simples";"1,4189 €"
"2018-10-24";"Gasóleo simples";"1,4174 €"
"2018-10-25";"Gasóleo simples";"1,4172 €"
"2018-10-26";"Gasóleo simples";"1,4163 €"
"2018-10-27";"Gasóleo simples";"1,4119 €"
"2018-10-28";"Gasóleo simples";"1,4123 €"
"2018-10-29";"Gasóleo simples";"1,4178 €"
"2018-10-30";"Gasóleo simples";"1,4199 €"
"2018-10-31";"Gasóleo simples";"1,4199 €"
"2018-11-01";"Gasóleo simples";"1,4199 €"
"2018-11-02";"Gasóleo simples";"1,4191 €"
"2018-11-03";"Gasóleo simples";"1,4149 €"
"2018-11-04";"Gasóleo simples";"1,4152 €"
"2018-11-05";"Gasóleo simples";"1,4187 €"
"2018-11-06";"Gasóleo simples";"1,4174 €"
"2018-11-07";"Gasóleo simples";"1,4169 €"
"2018-11-08";"Gasóleo simples";"1,4165 €"
"2018-11-09";"Gasóleo simples";"1,4155 €"
"2018-11-10";"Gasóleo simples";"1,4109 €"
"2018-11-11";"Gasóleo simples";"1,4112 €"
"2018-11-12";"Gasóleo simples";"1,4036 €"
"2018-11-13";"Gasóleo simples";"1,3985 €"
"2018-11-14";"Gasóleo simples";"1,3976 €"
"2018-11-15";"Gasóleo simples";"1,3973 €"
"2018-11-16";"Gasóleo simples";"1,3963 €"
"2018-11-17";"Gasóleo simples";"1,3917 €"
"2018-11-18";"Gasóleo simples";"1,3915 €"
"2018-11-19";"Gasóleo simples";"1,3910 €"
"2018-11-20";"Gasóleo simples";"1,3851 €"
"2018-11-21";"Gasóleo simples";"1,3847 €"
"2018-11-22";"Gasóleo simples";"1,3844 €"
"2018-11-23";"Gasóleo simples";"1,3834 €"
"2018-11-24";"Gasóleo simples";"1,3792 €"
"2018-11-25";"Gasóleo simples";"1,3794 €"
"2018-11-26";"Gasóleo simples";"1,3636 €"
"2018-11-27";"Gasóleo simples";"1,3517 €"
"2018-11-28";"Gasóleo simples";"1,3493 €"
"2018-11-29";"Gasóleo simples";"1,3487 €"
"2018-11-30";"Gasóleo simples";"1,3477 €"
"2018-12-01";"Gasóleo simples";"1,3429 €"
"2018-12-02";"Gasóleo simples";"1,3430 €"
"2018-12-03";"Gasóleo simples";"1,3311 €"
"2018-12-04";"Gasóleo simples";"1,3209 €"
"2018-12-05";"Gasóleo simples";"1,3188 €"
"2018-12-06";"Gasóleo simples";"1,3154 €"
"2018-12-07";"Gasóleo simples";"1,3144 €"
"2018-12-08";"Gasóleo simples";"1,3094 €"
"2018-12-09";"Gasóleo simples";"1,3097 €"
"2018-12-10";"Gasóleo simples";"1,3142 €"
"2018-12-11";"Gasóleo simples";"1,3154 €"
"2018-12-12";"Gasóleo simples";"1,3145 €"
"2018-12-13";"Gasóleo simples";"1,3145 €"
"2018-12-14";"Gasóleo simples";"1,3137 €"
"2018-12-15";"Gasóleo simples";"1,3087 €"
"2018-12-16";"Gasóleo simples";"1,3089 €"
"2018-12-17";"Gasóleo simples";"1,3098 €"
"2018-12-18";"Gasóleo simples";"1,3066 €"
"2018-12-19";"Gasóleo simples";"1,3061 €"
"2018-12-20";"Gasóleo simples";"1,3057 €"
"2018-12-21";"Gasóleo simples";"1,3049 €"
"2018-12-22";"Gasóleo simples";"1,2997 €"
"2018-12-23";"Gasóleo simples";"1,3000 €"
"2018-12-24";"Gasóleo simples";"1,2900 €"
"2018-12-25";"Gasóleo simples";"1,2871 €"
"2018-12-26";"Gasóleo simples";"1,2838 €"
"2018-12-27";"Gasóleo simples";"1,2826 €"
"2018-12-28";"Gasóleo simples";"1,2804 €"
"2018-12-29";"Gasóleo simples";"1,2758 €"
"2018-12-30";"Gasóleo simples";"1,2759 €"
"2018-12-31";"Gasóleo simples";"1,2716 €"
"2019-01-01";"Gasóleo simples";"1,2940 €"
"2019-01-02";"Gasóleo simples";"1,2931 €"
"2019-01-03";"Gasóleo simples";"1,2917 €"
"2019-01-04";"Gasóleo simples";"1,2917 €"
"2019-01-05";"Gasóleo simples";"1,2877 €"
"2019-01-06";"Gasóleo simples";"1,2882 €"
"2019-01-07";"Gasóleo simples";"1,3019 €"
"2019-01-08";"Gasóleo simples";"1,3099 €"
"2019-01-09";"Gasóleo simples";"1,3101 €"
"2019-01-10";"Gasóleo simples";"1,3103 €"
"2019-01-11";"Gasóleo simples";"1,3096 €"
"2019-01-12";"Gasóleo simples";"1,3049 €"
"2019-01-13";"Gasóleo simples";"1,3054 €"
"2019-01-14";"Gasóleo simples";"1,3282 €"
"2019-01-15";"Gasóleo simples";"1,3358 €"
"2019-01-16";"Gasóleo simples";"1,3314 €"
"2019-01-17";"Gasóleo simples";"1,3313 €"
"2019-01-18";"Gasóleo simples";"1,3312 €"
"2019-01-19";"Gasóleo simples";"1,3264 €"
"2019-01-20";"Gasóleo simples";"1,3267 €"
"2019-01-21";"Gasóleo simples";"1,3373 €"
"2019-01-22";"Gasóleo simples";"1,3410 €"
"2019-01-23";"Gasóleo simples";"1,3423 €"
"2019-01-24";"Gasóleo simples";"1,3425 €"
"2019-01-25";"Gasóleo simples";"1,3419 €"
"2019-01-26";"Gasóleo simples";"1,3369 €"
"2019-01-27";"Gasóleo simples";"1,3372 €"
"2019-01-28";"Gasóleo simples";"1,3448 €"
"2019-01-29";"Gasóleo simples";"1,3476 €"
"2019-01-30";"Gasóleo simples";"1,3487 €"
"2019-01-31";"Gasóleo simples";"1,3486 €"
"2019-02-01";"Gasóleo simples";"1,3482 €"
"2019-02-02";"Gasóleo simples";"1,3453 €"
"2019-02-03";"Gasóleo simples";"1,3458 €"
"2019-02-04";"Gasóleo simples";"1,3480 €"
"2019-02-05";"Gasóleo simples";"1,3493 €"
"2019-02-06";"Gasóleo simples";"1,3493 €"
"2019-02-07";"Gasóleo simples";"1,3491 €"
"2019-02-08";"Gasóleo simples";"1,3488 €"
"2019-02-09";"Gasóleo simples";"1,3436 €"
"2019-02-10";"Gasóleo simples";"1,3441 €"
"2019-02-11";"Gasóleo simples";"1,3515 €"
"2019-02-12";"Gasóleo simples";"1,3536 €"
"2019-02-13";"Gasóleo simples";"1,3543 €"
"2019-02-14";"Gasóleo simples";"1,3544 €"
"2019-02-15";"Gasóleo simples";"1,3537 €"
"2019-02-16";"Gasóleo simples";"1,3491 €"
"2019-02-17";"Gasóleo simples";"1,3495 €"
"2019-02-18";"Gasóleo simples";"1,3613 €"
"2019-02-19";"Gasóleo simples";"1,3696 €"
"2019-02-20";"Gasóleo simples";"1,3719 €"
"2019-02-21";"Gasóleo simples";"1,3718 €"
"2019-02-22";"Gasóleo simples";"1,3710 €"
"2019-02-23";"Gasóleo simples";"1,3662 €"
"2019-02-24";"Gasóleo simples";"1,3669 €"
"2019-02-25";"Gasóleo simples";"1,3857 €"
"2019-02-26";"Gasóleo simples";"1,3918 €"
"2019-02-27";"Gasóleo simples";"1,3920 €"
"2019-02-28";"Gasóleo simples";"1,3920 €"
"2019-03-01";"Gasóleo simples";"1,3911 €"
"2019-03-02";"Gasóleo simples";"1,3876 €"
"2019-03-03";"Gasóleo simples";"1,3875 €"
"2019-03-04";"Gasóleo simples";"1,3917 €"
"2019-03-05";"Gasóleo simples";"1,3923 €"
"2019-03-06";"Gasóleo simples";"1,3923 €"
"2019-03-07";"Gasóleo simples";"1,3921 €"
"2019-03-08";"Gasóleo simples";"1,3913 €"
"2019-03-09";"Gasóleo simples";"1,3866 €"
"2019-03-10";"Gasóleo simples";"1,3861 €"
"2019-03-11";"Gasóleo simples";"1,3939 €"
"2019-03-12";"Gasóleo simples";"1,3955 €"
"2019-03-13";"Gasóleo simples";"1,3952 €"
"2019-03-14";"Gasóleo simples";"1,3950 €"
"2019-03-15";"Gasóleo simples";"1,3942 €"
"2019-03-16";"Gasóleo simples";"1,3896 €"
"2019-03-17";"Gasóleo simples";"1,3900 €"
"2019-03-18";"Gasóleo simples";"1,3936 €"
"2019-03-19";"Gasóleo simples";"1,3917 €"
"2019-03-20";"Gasóleo simples";"1,3915 €"
"2019-03-21";"Gasóleo simples";"1,3910 €"
"2019-03-22";"Gasóleo simples";"1,3901 €"
"2019-03-23";"Gasóleo simples";"1,3843 €"
"2019-03-24";"Gasóleo simples";"1,3847 €"
"2019-03-25";"Gasóleo simples";"1,3902 €"
"2019-03-26";"Gasóleo simples";"1,3909 €"
"2019-03-27";"Gasóleo simples";"1,3683 €"
"2019-03-28";"Gasóleo simples";"1,3681 €"
"2019-03-29";"Gasóleo simples";"1,3675 €"
"2019-03-30";"Gasóleo simples";"1,3627 €"
"2019-03-31";"Gasóleo simples";"1,3631 €"
"2019-04-01";"Gasóleo simples";"1,3685 €"
"2019-04-02";"Gasóleo simples";"1,3691 €"
"2019-04-03";"Gasóleo simples";"1,3688 €"
"2019-04-04";"Gasóleo simples";"1,3686 €"
"2019-04-05";"Gasóleo simples";"1,3677 €"
"2019-04-06";"Gasóleo simples";"1,3627 €"
"2019-04-07";"Gasóleo simples";"1,3633 €"
"2019-04-08";"Gasóleo simples";"1,3741 €"
"2019-04-09";"Gasóleo simples";"1,3746 €"
"2019-04-10";"Gasóleo simples";"1,3755 €"
"2019-04-11";"Gasóleo simples";"1,3752 €"
"2019-04-12";"Gasóleo simples";"1,3743 €"
"2019-04-13";"Gasóleo simples";"1,3695 €"
"2019-04-14";"Gasóleo simples";"1,3700 €"
"2019-04-15";"Gasóleo simples";"1,3826 €"
"2019-04-16";"Gasóleo simples";"1,3850 €"
"2019-04-17";"Gasóleo simples";"1,3856 €"
"2019-04-18";"Gasóleo simples";"1,3860 €"
"2019-04-19";"Gasóleo simples";"1,3852 €"
"2019-04-20";"Gasóleo simples";"1,3808 €"
"2019-04-21";"Gasóleo simples";"1,3810 €"
"2019-04-22";"Gasóleo simples";"1,3856 €"
"2019-04-23";"Gasóleo simples";"1,3860 €"
"2019-04-24";"Gasóleo simples";"1,3857 €"
"2019-04-25";"Gasóleo simples";"1,3855 €"
"2019-04-26";"Gasóleo simples";"1,3847 €"
"2019-04-27";"Gasóleo simples";"1,3799 €"
"2019-04-28";"Gasóleo simples";"1,3803 €"
"2019-04-29";"Gasóleo simples";"1,3919 €"
"2019-04-30";"Gasóleo simples";"1,3962 €"
"2019-05-01";"Gasóleo simples";"1,3960 €"
"2019-05-02";"Gasóleo simples";"1,3962 €"
"2019-05-03";"Gasóleo simples";"1,3955 €"
"2019-05-04";"Gasóleo simples";"1,3906 €"
"2019-05-05";"Gasóleo simples";"1,3911 €"
"2019-05-06";"Gasóleo simples";"1,3961 €"
"2019-05-07";"Gasóleo simples";"1,3963 €"
"2019-05-08";"Gasóleo simples";"1,3957 €"
"2019-05-09";"Gasóleo simples";"1,3955 €"
"2019-05-10";"Gasóleo simples";"1,3947 €"
"2019-05-11";"Gasóleo simples";"1,3901 €"
"2019-05-12";"Gasóleo simples";"1,3903 €"
"2019-05-13";"Gasóleo simples";"1,3919 €"
"2019-05-14";"Gasóleo simples";"1,3916 €"
"2019-05-15";"Gasóleo simples";"1,3913 €"
"2019-05-16";"Gasóleo simples";"1,3910 €"
"2019-05-17";"Gasóleo simples";"1,3902 €"
"2019-05-18";"Gasóleo simples";"1,3853 €"
"2019-05-19";"Gasóleo simples";"1,3856 €"
"2019-05-20";"Gasóleo simples";"1,3971 €"
"2019-05-21";"Gasóleo simples";"1,4027 €"
"2019-05-22";"Gasóleo simples";"1,4026 €"
"2019-05-23";"Gasóleo simples";"1,4025 €"
"2019-05-24";"Gasóleo simples";"1,4018 €"
"2019-05-25";"Gasóleo simples";"1,3969 €"
"2019-05-26";"Gasóleo simples";"1,3974 €"
"2019-05-27";"Gasóleo simples";"1,3959 €"
"2019-05-28";"Gasóleo simples";"1,3886 €"
"2019-05-29";"Gasóleo simples";"1,3882 €"
"2019-05-30";"Gasóleo simples";"1,3876 €"
"2019-05-31";"Gasóleo simples";"1,3865 €"
"2019-06-01";"Gasóleo simples";"1,3813 €"
"2019-06-02";"Gasóleo simples";"1,3816 €"
"2019-06-03";"Gasóleo simples";"1,3742 €"
"2019-06-04";"Gasóleo simples";"1,3672 €"
"2019-06-05";"Gasóleo simples";"1,3654 €"
"2019-06-06";"Gasóleo simples";"1,3647 €"
"2019-06-07";"Gasóleo simples";"1,3632 €"
"2019-06-08";"Gasóleo simples";"1,3581 €"
"2019-06-09";"Gasóleo simples";"1,3583 €"
"2019-06-10";"Gasóleo simples";"1,3392 €"
"2019-06-11";"Gasóleo simples";"1,3292 €"
"2019-06-12";"Gasóleo simples";"1,3255 €"
"2019-06-13";"Gasóleo simples";"1,3238 €"
"2019-06-14";"Gasóleo simples";"1,3225 €"
"2019-06-15";"Gasóleo simples";"1,3176 €"
"2019-06-16";"Gasóleo simples";"1,3178 €"
"2019-06-17";"Gasóleo simples";"1,3226 €"
"2019-06-18";"Gasóleo simples";"1,3227 €"
"2019-06-19";"Gasóleo simples";"1,3225 €"
"2019-06-20";"Gasóleo simples";"1,3223 €"
"2019-06-21";"Gasóleo simples";"1,3215 €"
"2019-06-22";"Gasóleo simples";"1,3167 €"
"2019-06-23";"Gasóleo simples";"1,3170 €"
"2019-06-24";"Gasóleo simples";"1,3269 €"
"2019-06-25";"Gasóleo simples";"1,3305 €"
"2019-06-26";"Gasóleo simples";"1,3301 €"
"2019-06-27";"Gasóleo simples";"1,3301 €"
"2019-06-28";"Gasóleo simples";"1,3294 €"
"2019-06-29";"Gasóleo simples";"1,3248 €"
"2019-06-30";"Gasóleo simples";"1,3251 €"
"2019-07-01";"Gasóleo simples";"1,3376 €"
"2019-07-02";"Gasóleo simples";"1,3429 €"
"2019-07-03";"Gasóleo simples";"1,3427 €"
"2019-07-04";"Gasóleo simples";"1,3426 €"
"2019-07-05";"Gasóleo simples";"1,3417 €"
"2019-07-06";"Gasóleo simples";"1,3369 €"
"2019-07-07";"Gasóleo simples";"1,3372 €"
"2019-07-08";"Gasóleo simples";"1,3412 €"
"2019-07-09";"Gasóleo simples";"1,3400 €"
"2019-07-10";"Gasóleo simples";"1,3399 €"
"2019-07-11";"Gasóleo simples";"1,3395 €"
"2019-07-12";"Gasóleo simples";"1,3386 €"
"2019-07-13";"Gasóleo simples";"1,3339 €"
"2019-07-14";"Gasóleo simples";"1,3344 €"
"2019-07-15";"Gasóleo simples";"1,3462 €"
"2019-07-16";"Gasóleo simples";"1,3519 €"
"2019-07-17";"Gasóleo simples";"1,3517 €"
"2019-07-18";"Gasóleo simples";"1,3518 €"
"2019-07-19";"Gasóleo simples";"1,3513 €"
"2019-07-20";"Gasóleo simples";"1,3460 €"
"2019-07-21";"Gasóleo simples";"1,3464 €"
"2019-07-22";"Gasóleo simples";"1,3503 €"
"2019-07-23";"Gasóleo simples";"1,3491 €"
"2019-07-24";"Gasóleo simples";"1,3492 €"
"2019-07-25";"Gasóleo simples";"1,3489 €"
"2019-07-26";"Gasóleo simples";"1,3473 €"
"2019-07-27";"Gasóleo simples";"1,3464 €"
"2019-07-28";"Gasóleo simples";"1,3463 €"
"2019-07-29";"Gasóleo simples";"1,3501 €"
"2019-07-30";"Gasóleo simples";"1,3530 €"
"2019-07-31";"Gasóleo simples";"1,3532 €"
"2019-08-01";"Gasóleo simples";"1,3532 €"
"2019-08-02";"Gasóleo simples";"1,3516 €"
"2019-08-03";"Gasóleo simples";"1,3468 €"
"2019-08-04";"Gasóleo simples";"1,3473 €"
"2019-08-05";"Gasóleo simples";"1,3539 €"
"2019-08-06";"Gasóleo simples";"1,3550 €"
"2019-08-07";"Gasóleo simples";"1,3560 €"
"2019-08-08";"Gasóleo simples";"1,3565 €"
"2019-08-09";"Gasóleo simples";"1,3563 €"
"2019-08-10";"Gasóleo simples";"1,3517 €"
"2019-08-11";"Gasóleo simples";"1,3517 €"
"2019-08-12";"Gasóleo simples";"1,3408 €"
"2019-08-13";"Gasóleo simples";"1,3277 €"
"2019-08-14";"Gasóleo simples";"1,3261 €"
"2019-08-15";"Gasóleo simples";"1,3258 €"
"2019-08-16";"Gasóleo simples";"1,3244 €"
"2019-08-17";"Gasóleo simples";"1,3193 €"
"2019-08-18";"Gasóleo simples";"1,3192 €"
"2019-08-19";"Gasóleo simples";"1,3293 €"
"2019-08-20";"Gasóleo simples";"1,3320 €"
"2019-08-21";"Gasóleo simples";"1,3318 €"
"2019-08-22";"Gasóleo simples";"1,3319 €"
"2019-08-23";"Gasóleo simples";"1,3312 €"
"2019-08-24";"Gasóleo simples";"1,3265 €"
"2019-08-25";"Gasóleo simples";"1,3263 €"
"2019-08-26";"Gasóleo simples";"1,3335 €"
"2019-08-27";"Gasóleo simples";"1,3356 €"
"2019-08-28";"Gasóleo simples";"1,3358 €"
"2019-08-29";"Gasóleo simples";"1,3357 €"
"2019-08-30";"Gasóleo simples";"1,3347 €"
"2019-08-31";"Gasóleo simples";"1,3300 €"
"2019-09-01";"Gasóleo simples";"1,3297 €"
"2019-09-02";"Gasóleo simples";"1,3351 €"
"2019-09-03";"Gasóleo simples";"1,3404 €"
"2019-09-04";"Gasóleo simples";"1,3390 €"
"2019-09-05";"Gasóleo simples";"1,3386 €"
"2019-09-06";"Gasóleo simples";"1,3385 €"
"2019-09-07";"Gasóleo simples";"1,3331 €"
"2019-09-08";"Gasóleo simples";"1,3330 €"
"2019-09-09";"Gasóleo simples";"1,3420 €"
"2019-09-10";"Gasóleo simples";"1,3449 €"
"2019-09-11";"Gasóleo simples";"1,3457 €"
"2019-09-12";"Gasóleo simples";"1,3460 €"
"2019-09-13";"Gasóleo simples";"1,3450 €"
"2019-09-14";"Gasóleo simples";"1,3404 €"
"2019-09-15";"Gasóleo simples";"1,3403 €"
"2019-09-16";"Gasóleo simples";"1,3603 €"
"2019-09-17";"Gasóleo simples";"1,3632 €"
"2019-09-18";"Gasóleo simples";"1,3636 €"
"2019-09-19";"Gasóleo simples";"1,3637 €"
"2019-09-20";"Gasóleo simples";"1,3630 €"
"2019-09-21";"Gasóleo simples";"1,3583 €"
"2019-09-22";"Gasóleo simples";"1,3587 €"
"2019-09-23";"Gasóleo simples";"1,3826 €"
"2019-09-24";"Gasóleo simples";"1,3873 €"
"2019-09-25";"Gasóleo simples";"1,3874 €"
"2019-09-26";"Gasóleo simples";"1,3875 €"
"2019-09-27";"Gasóleo simples";"1,3866 €"
"2019-09-28";"Gasóleo simples";"1,3814 €"
"2019-09-29";"Gasóleo simples";"1,3817 €"
"2019-09-30";"Gasóleo simples";"1,3824 €"
"2019-10-01";"Gasóleo simples";"1,3806 €"
"2019-10-02";"Gasóleo simples";"1,3802 €"
"2019-10-03";"Gasóleo simples";"1,3802 €"
"2019-10-04";"Gasóleo simples";"1,3795 €"
"2019-10-05";"Gasóleo simples";"1,3782 €"
"2019-10-06";"Gasóleo simples";"1,3780 €"
"2019-10-07";"Gasóleo simples";"1,3719 €"
"2019-10-08";"Gasóleo simples";"1,3647 €"
"2019-10-09";"Gasóleo simples";"1,3641 €"
"2019-10-10";"Gasóleo simples";"1,3637 €"
"2019-10-11";"Gasóleo simples";"1,3628 €"
"2019-10-12";"Gasóleo simples";"1,3578 €"
"2019-10-13";"Gasóleo simples";"1,3582 €"
"2019-10-14";"Gasóleo simples";"1,3642 €"
"2019-10-15";"Gasóleo simples";"1,3669 €"
"2019-10-16";"Gasóleo simples";"1,3669 €"
"2019-10-17";"Gasóleo simples";"1,3668 €"
"2019-10-18";"Gasóleo simples";"1,3659 €"
"2019-10-19";"Gasóleo simples";"1,3609 €"
"2019-10-20";"Gasóleo simples";"1,3612 €"
"2019-10-21";"Gasóleo simples";"1,3648 €"
"2019-10-22";"Gasóleo simples";"1,3627 €"
"2019-10-23";"Gasóleo simples";"1,3626 €"
"2019-10-24";"Gasóleo simples";"1,3626 €"
"2019-10-25";"Gasóleo simples";"1,3613 €"
"2019-10-26";"Gasóleo simples";"1,3564 €"
"2019-10-27";"Gasóleo simples";"1,3569 €"
"2019-10-28";"Gasóleo simples";"1,3630 €"
"2019-10-29";"Gasóleo simples";"1,3655 €"
"2019-10-30";"Gasóleo simples";"1,3658 €"
"2019-10-31";"Gasóleo simples";"1,3659 €"
"2019-11-01";"Gasóleo simples";"1,3650 €"
"2019-11-02";"Gasóleo simples";"1,3603 €"
"2019-11-03";"Gasóleo simples";"1,3610 €"
"2019-11-04";"Gasóleo simples";"1,3646 €"
"2019-11-05";"Gasóleo simples";"1,3630 €"
"2019-11-06";"Gasóleo simples";"1,3628 €"
"2019-11-07";"Gasóleo simples";"1,3628 €"
"2019-11-08";"Gasóleo simples";"1,3613 €"
"2019-11-09";"Gasóleo simples";"1,3565 €"
"2019-11-10";"Gasóleo simples";"1,3571 €"
"2019-11-11";"Gasóleo simples";"1,3650 €"
"2019-11-12";"Gasóleo simples";"1,3665 €"
"2019-11-13";"Gasóleo simples";"1,3665 €"
